age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,capital_gain_log,capital_loss_log
40,private,masters,14,never-married,prof-specialty,not-in-family,white,female,40,united-states,<=50k,0.0,7.4205789054108005
40,private,12th,8,married-civ-spouse,craft-repair,husband,white,male,50,united-states,>50k,0.0,0.0
40,local-gov,hs-grad,9,never-married,protective-serv,not-in-family,white,male,42,united-states,<=50k,0.0,0.0
35,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,7.629489916393995
32,private,11th,7,never-married,transport-moving,own-child,white,male,40,united-states,<=50k,0.0,0.0
49,self-emp-not-inc,some-college,10,married-civ-spouse,sales,husband,white,male,50,united-states,<=50k,0.0,0.0
31,private,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
58,private,bachelors,13,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,40,philippines,<=50k,0.0,0.0
26,self-emp-inc,bachelors,13,never-married,exec-managerial,not-in-family,white,male,50,united-states,<=50k,0.0,0.0
35,self-emp-not-inc,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,<=50k,0.0,0.0
25,private,some-college,10,never-married,machine-op-inspct,own-child,white,male,40,india,<=50k,0.0,0.0
43,private,12th,8,married-civ-spouse,adm-clerical,husband,black,male,40,united-states,<=50k,0.0,0.0
32,private,some-college,10,never-married,adm-clerical,not-in-family,white,male,35,united-states,<=50k,0.0,0.0
45,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,60,united-states,>50k,0.0,0.0
48,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,black,male,40,united-states,<=50k,0.0,0.0
31,private,5th-6th,3,never-married,other-service,own-child,white,male,40,mexico,<=50k,0.0,0.0
28,private,hs-grad,9,never-married,tech-support,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
50,self-emp-not-inc,bachelors,13,divorced,prof-specialty,not-in-family,white,female,60,united-states,<=50k,0.0,0.0
22,private,hs-grad,9,never-married,adm-clerical,other-relative,black,male,40,united-states,<=50k,0.0,0.0
19,private,some-college,10,never-married,sales,own-child,white,female,20,united-states,<=50k,0.0,0.0
38,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,63,united-states,>50k,0.0,0.0
23,private,hs-grad,9,never-married,transport-moving,own-child,white,male,40,united-states,<=50k,0.0,0.0
24,self-emp-inc,bachelors,13,never-married,exec-managerial,own-child,white,male,40,united-states,<=50k,0.0,0.0
26,private,assoc-voc,11,married-civ-spouse,exec-managerial,wife,white,female,40,united-states,<=50k,0.0,0.0
45,state-gov,hs-grad,9,divorced,tech-support,unmarried,white,female,40,united-states,<=50k,0.0,0.0
88,private,some-college,10,divorced,adm-clerical,unmarried,white,female,40,united-states,<=50k,0.0,0.0
19,private,11th,7,never-married,adm-clerical,own-child,amer-indian-eskimo,female,15,south,<=50k,0.0,0.0
24,private,hs-grad,9,never-married,exec-managerial,not-in-family,white,male,50,united-states,<=50k,0.0,0.0
48,private,10th,6,married-civ-spouse,farming-fishing,husband,black,male,40,united-states,<=50k,0.0,0.0
46,private,some-college,10,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,40,vietnam,<=50k,0.0,0.0
31,self-emp-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,50,united-states,<=50k,0.0,0.0
58,private,hs-grad,9,widowed,adm-clerical,unmarried,amer-indian-eskimo,male,40,united-states,<=50k,0.0,0.0
35,local-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
36,private,hs-grad,9,never-married,craft-repair,own-child,black,male,40,united-states,<=50k,0.0,0.0
36,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,55,united-states,>50k,0.0,0.0
47,local-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0.0,0.0
30,private,some-college,10,married-spouse-absent,exec-managerial,unmarried,white,female,45,united-states,<=50k,0.0,0.0
30,local-gov,masters,14,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,<=50k,0.0,0.0
30,self-emp-inc,bachelors,13,never-married,exec-managerial,own-child,white,male,43,united-states,<=50k,0.0,0.0
23,local-gov,some-college,10,never-married,protective-serv,own-child,white,male,40,united-states,>50k,0.0,0.0
41,self-emp-not-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k,0.0,0.0
52,private,some-college,10,divorced,exec-managerial,not-in-family,white,male,60,united-states,<=50k,0.0,0.0
27,private,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
59,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,45,united-states,<=50k,0.0,0.0
21,private,hs-grad,9,never-married,sales,own-child,white,female,36,united-states,<=50k,0.0,0.0
60,private,hs-grad,9,widowed,machine-op-inspct,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
69,state-gov,prof-school,15,married-civ-spouse,adm-clerical,husband,white,male,34,united-states,>50k,0.0,0.0
24,private,hs-grad,9,never-married,sales,own-child,white,male,40,united-states,<=50k,0.0,0.0
19,private,hs-grad,9,never-married,sales,own-child,black,male,25,united-states,<=50k,0.0,0.0
60,state-gov,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,20,mexico,<=50k,0.0,0.0
64,private,some-college,10,widowed,tech-support,not-in-family,white,female,35,united-states,<=50k,0.0,0.0
39,self-emp-inc,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,60,united-states,>50k,0.0,0.0
51,private,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,45,united-states,>50k,0.0,0.0
51,private,10th,6,divorced,craft-repair,not-in-family,black,female,35,united-states,<=50k,0.0,0.0
25,private,some-college,10,divorced,tech-support,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
37,private,some-college,10,divorced,tech-support,unmarried,white,female,40,united-states,<=50k,0.0,0.0
74,self-emp-not-inc,hs-grad,9,widowed,farming-fishing,not-in-family,white,female,14,united-states,<=50k,0.0,0.0
26,state-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,black,male,40,united-states,>50k,0.0,0.0
23,private,hs-grad,9,never-married,other-service,not-in-family,black,male,30,united-states,<=50k,0.0,0.0
57,self-emp-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,36,united-states,>50k,0.0,0.0
20,private,11th,7,never-married,transport-moving,own-child,white,male,15,united-states,<=50k,0.0,0.0
37,private,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,<=50k,0.0,0.0
46,private,bachelors,13,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k,0.0,0.0
39,private,some-college,10,divorced,prof-specialty,not-in-family,white,female,45,united-states,>50k,0.0,0.0
40,private,hs-grad,9,widowed,machine-op-inspct,own-child,white,female,30,united-states,<=50k,0.0,0.0
50,state-gov,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,<=50k,0.0,0.0
25,private,preschool,1,never-married,farming-fishing,not-in-family,white,male,35,mexico,<=50k,0.0,0.0
44,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,45,united-states,<=50k,0.0,0.0
41,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k,0.0,0.0
30,self-emp-not-inc,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,15,united-states,>50k,0.0,7.589841512182657
38,private,assoc-voc,11,married-civ-spouse,handlers-cleaners,husband,white,male,50,united-states,<=50k,0.0,0.0
54,private,10th,6,married-civ-spouse,handlers-cleaners,husband,white,male,40,united-states,<=50k,0.0,0.0
40,federal-gov,hs-grad,9,divorced,adm-clerical,not-in-family,black,female,52,united-states,<=50k,0.0,0.0
37,private,11th,7,married-civ-spouse,handlers-cleaners,husband,black,male,40,united-states,>50k,8.94754601503218,0.0
46,federal-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,9.617470759403409,0.0
38,private,hs-grad,9,divorced,prof-specialty,not-in-family,white,male,45,united-states,<=50k,0.0,0.0
20,private,some-college,10,never-married,exec-managerial,own-child,white,female,10,united-states,<=50k,0.0,0.0
35,private,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,40,mexico,<=50k,0.0,0.0
62,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0.0,0.0
34,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,45,cuba,<=50k,0.0,0.0
56,self-emp-not-inc,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,90,united-states,<=50k,0.0,0.0
30,state-gov,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,20,taiwan,<=50k,0.0,0.0
17,private,11th,7,never-married,adm-clerical,own-child,white,female,20,united-states,<=50k,0.0,0.0
18,self-emp-not-inc,11th,7,never-married,other-service,own-child,white,female,4,united-states,<=50k,6.38856140554563,0.0
35,private,11th,7,married-civ-spouse,farming-fishing,husband,white,male,40,united-states,<=50k,0.0,0.0
21,private,hs-grad,9,never-married,machine-op-inspct,own-child,black,male,1,united-states,<=50k,0.0,0.0
46,self-emp-not-inc,hs-grad,9,divorced,craft-repair,own-child,white,male,50,united-states,<=50k,0.0,0.0
33,self-emp-not-inc,some-college,10,married-civ-spouse,craft-repair,husband,white,male,60,united-states,<=50k,0.0,0.0
27,private,some-college,10,never-married,sales,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
36,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0.0,0.0
42,private,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k,0.0,0.0
35,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,50,united-states,<=50k,0.0,0.0
25,private,bachelors,13,separated,exec-managerial,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
47,federal-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0.0,0.0
44,state-gov,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,75,united-states,>50k,9.617470759403409,0.0
51,federal-gov,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,40,united-states,>50k,8.94754601503218,0.0
53,private,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,42,united-states,>50k,0.0,0.0
47,private,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,40,united-states,<=50k,0.0,0.0
20,private,11th,7,never-married,handlers-cleaners,own-child,black,male,40,united-states,<=50k,0.0,0.0
32,private,some-college,10,separated,machine-op-inspct,unmarried,black,female,70,united-states,<=50k,0.0,0.0
28,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,50,united-states,<=50k,0.0,0.0
52,private,hs-grad,9,divorced,sales,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
35,private,masters,14,separated,prof-specialty,not-in-family,white,male,40,united-states,>50k,0.0,0.0
30,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
33,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,50,united-states,<=50k,8.83200393125627,0.0
21,private,some-college,10,never-married,other-service,own-child,white,female,20,united-states,<=50k,0.0,0.0
56,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,65,united-states,>50k,0.0,7.551186867296149
45,private,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,9.617470759403409,0.0
20,private,some-college,10,never-married,exec-managerial,own-child,white,female,20,united-states,<=50k,0.0,0.0
62,local-gov,hs-grad,9,married-civ-spouse,other-service,husband,white,male,40,united-states,>50k,0.0,0.0
24,private,bachelors,13,never-married,sales,not-in-family,white,female,30,united-states,<=50k,0.0,0.0
52,federal-gov,bachelors,13,separated,adm-clerical,unmarried,black,female,40,united-states,<=50k,0.0,0.0
23,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k,0.0,0.0
36,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0.0,0.0
40,private,some-college,10,never-married,craft-repair,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
30,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,40,nicaragua,<=50k,0.0,0.0
41,private,9th,5,married-civ-spouse,transport-moving,husband,white,male,35,united-states,<=50k,0.0,0.0
59,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,40,united-states,>50k,0.0,0.0
27,private,masters,14,never-married,exec-managerial,not-in-family,white,male,37,united-states,<=50k,0.0,0.0
41,private,some-college,10,never-married,exec-managerial,not-in-family,white,male,50,united-states,<=50k,0.0,0.0
27,private,bachelors,13,never-married,handlers-cleaners,unmarried,white,male,35,united-states,<=50k,0.0,0.0
50,private,hs-grad,9,widowed,machine-op-inspct,unmarried,white,female,40,united-states,<=50k,0.0,0.0
29,private,5th-6th,3,never-married,other-service,own-child,white,female,40,el-salvador,<=50k,0.0,0.0
38,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,55,united-states,>50k,0.0,0.0
30,private,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,60,united-states,<=50k,0.0,0.0
48,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,55,united-states,<=50k,0.0,0.0
39,local-gov,assoc-acdm,12,married-civ-spouse,craft-repair,husband,black,male,40,united-states,>50k,8.895492631451633,0.0
40,private,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,<=50k,0.0,0.0
27,local-gov,11th,7,married-civ-spouse,craft-repair,husband,white,male,40,mexico,<=50k,0.0,0.0
59,self-emp-not-inc,masters,14,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0.0,0.0
34,private,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,50,united-states,>50k,0.0,0.0
47,self-emp-inc,prof-school,15,never-married,other-service,not-in-family,white,male,60,united-states,>50k,0.0,0.0
64,self-emp-inc,1st-4th,2,married-civ-spouse,sales,husband,white,male,20,united-states,<=50k,0.0,0.0
29,private,9th,5,married-civ-spouse,machine-op-inspct,husband,white,male,40,mexico,<=50k,0.0,0.0
38,local-gov,hs-grad,9,never-married,transport-moving,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
42,private,bachelors,13,married-civ-spouse,sales,husband,white,male,40,united-states,>50k,0.0,7.543273346705446
49,private,bachelors,13,married-civ-spouse,sales,husband,white,male,60,united-states,>50k,0.0,0.0
53,private,some-college,10,married-civ-spouse,tech-support,husband,white,male,40,united-states,<=50k,0.0,0.0
35,private,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,50,united-states,>50k,0.0,0.0
38,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
36,private,bachelors,13,divorced,sales,other-relative,asian-pac-islander,female,40,south,<=50k,0.0,0.0
34,self-emp-not-inc,bachelors,13,married-civ-spouse,sales,husband,asian-pac-islander,male,55,india,<=50k,0.0,0.0
24,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,10,hungary,<=50k,0.0,0.0
23,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
21,private,some-college,10,never-married,adm-clerical,own-child,white,female,35,united-states,<=50k,0.0,0.0
47,private,some-college,10,widowed,adm-clerical,unmarried,white,female,40,united-states,<=50k,0.0,0.0
59,private,7th-8th,4,never-married,farming-fishing,unmarried,white,male,40,united-states,<=50k,8.490027523343468,0.0
33,federal-gov,assoc-acdm,12,divorced,exec-managerial,unmarried,white,male,50,united-states,>50k,0.0,0.0
63,self-emp-not-inc,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,35,united-states,>50k,0.0,0.0
18,local-gov,hs-grad,9,never-married,other-service,own-child,white,male,60,united-states,<=50k,0.0,0.0
32,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,50,united-states,<=50k,0.0,0.0
19,private,hs-grad,9,never-married,handlers-cleaners,other-relative,white,male,40,united-states,<=50k,0.0,0.0
27,local-gov,hs-grad,9,never-married,prof-specialty,own-child,white,male,40,united-states,<=50k,0.0,0.0
40,private,some-college,10,divorced,transport-moving,not-in-family,white,male,48,united-states,>50k,0.0,0.0
38,self-emp-not-inc,assoc-acdm,12,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k,0.0,0.0
20,private,hs-grad,9,never-married,farming-fishing,own-child,white,male,47,united-states,<=50k,0.0,0.0
35,self-emp-not-inc,hs-grad,9,separated,transport-moving,not-in-family,white,male,70,united-states,<=50k,0.0,0.0
22,private,some-college,10,never-married,adm-clerical,own-child,white,female,40,united-states,<=50k,0.0,0.0
40,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k,0.0,0.0
34,private,some-college,10,married-civ-spouse,tech-support,husband,white,male,40,united-states,>50k,8.04044688130311,0.0
23,private,10th,6,never-married,handlers-cleaners,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
26,private,bachelors,13,never-married,adm-clerical,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
53,self-emp-inc,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,60,united-states,<=50k,0.0,0.0
34,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,>50k,0.0,0.0
39,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
25,private,9th,5,married-civ-spouse,craft-repair,husband,white,male,40,mexico,<=50k,0.0,0.0
18,private,11th,7,never-married,sales,own-child,white,male,20,united-states,<=50k,0.0,0.0
65,private,bachelors,13,never-married,exec-managerial,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
49,self-emp-not-inc,bachelors,13,never-married,exec-managerial,own-child,white,female,40,united-states,<=50k,0.0,0.0
64,private,10th,6,married-civ-spouse,other-service,husband,black,male,40,united-states,<=50k,0.0,0.0
68,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0.0,0.0
56,self-emp-not-inc,some-college,10,divorced,other-service,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
68,federal-gov,hs-grad,9,divorced,prof-specialty,not-in-family,white,female,40,united-states,<=50k,0.0,8.211754397375197
35,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,48,united-states,>50k,0.0,0.0
50,federal-gov,hs-grad,9,never-married,adm-clerical,unmarried,black,female,12,united-states,<=50k,0.0,0.0
45,private,hs-grad,9,divorced,adm-clerical,unmarried,white,female,28,united-states,<=50k,0.0,0.0
43,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,<=50k,0.0,0.0
39,private,some-college,10,separated,adm-clerical,unmarried,black,female,40,united-states,<=50k,0.0,0.0
37,private,hs-grad,9,divorced,craft-repair,unmarried,white,male,40,united-states,<=50k,7.317876198626496,0.0
45,private,bachelors,13,married-civ-spouse,tech-support,husband,white,male,50,united-states,>50k,0.0,0.0
36,private,assoc-acdm,12,never-married,tech-support,unmarried,white,female,45,united-states,<=50k,0.0,0.0
26,private,some-college,10,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
36,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,32,united-states,<=50k,0.0,0.0
47,private,bachelors,13,never-married,adm-clerical,not-in-family,white,male,60,united-states,<=50k,0.0,0.0
34,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,black,male,40,united-states,<=50k,0.0,7.601901959875166
53,private,some-college,10,widowed,sales,unmarried,white,female,30,united-states,<=50k,0.0,0.0
32,private,bachelors,13,divorced,machine-op-inspct,not-in-family,white,female,42,united-states,<=50k,0.0,7.372118028337787
44,self-emp-not-inc,5th-6th,3,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
25,private,hs-grad,9,never-married,handlers-cleaners,other-relative,white,male,40,mexico,<=50k,0.0,0.0
35,private,5th-6th,3,never-married,farming-fishing,unmarried,white,male,36,united-states,<=50k,0.0,0.0
34,private,assoc-acdm,12,divorced,prof-specialty,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
42,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
47,private,hs-grad,9,divorced,other-service,not-in-family,white,female,4,united-states,<=50k,0.0,0.0
23,private,hs-grad,9,never-married,craft-repair,own-child,white,male,37,mexico,<=50k,0.0,0.0
56,local-gov,hs-grad,9,divorced,exec-managerial,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
50,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k,9.617470759403409,0.0
38,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,60,united-states,<=50k,0.0,0.0
46,private,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,40,united-states,>50k,0.0,0.0
47,private,assoc-acdm,12,separated,adm-clerical,unmarried,white,female,57,united-states,<=50k,0.0,0.0
38,self-emp-not-inc,hs-grad,9,married-civ-spouse,other-service,husband,white,male,80,italy,<=50k,8.150467911624004,0.0
42,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,46,united-states,<=50k,0.0,0.0
48,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k,0.0,0.0
27,private,hs-grad,9,never-married,exec-managerial,not-in-family,white,female,50,united-states,<=50k,0.0,0.0
40,private,assoc-voc,11,married-civ-spouse,prof-specialty,wife,white,female,36,united-states,<=50k,0.0,0.0
53,private,doctorate,16,married-civ-spouse,prof-specialty,wife,white,female,37,united-states,>50k,11.512925464970229,0.0
75,self-emp-not-inc,assoc-voc,11,widowed,exec-managerial,not-in-family,white,female,30,united-states,<=50k,0.0,0.0
39,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,48,united-states,>50k,0.0,0.0
46,federal-gov,assoc-acdm,12,divorced,adm-clerical,unmarried,white,female,40,united-states,<=50k,0.0,0.0
51,private,hs-grad,9,widowed,machine-op-inspct,not-in-family,black,female,40,united-states,<=50k,0.0,0.0
34,private,hs-grad,9,divorced,other-service,own-child,white,male,40,united-states,<=50k,0.0,0.0
23,private,some-college,10,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k,0.0,0.0
32,private,assoc-voc,11,never-married,other-service,not-in-family,white,male,45,united-states,<=50k,0.0,0.0
45,self-emp-not-inc,some-college,10,never-married,sales,not-in-family,white,male,55,united-states,<=50k,0.0,0.0
21,private,some-college,10,never-married,other-service,own-child,white,male,40,united-states,<=50k,0.0,0.0
36,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,44,united-states,<=50k,0.0,0.0
40,private,10th,6,married-civ-spouse,craft-repair,husband,white,male,50,united-states,<=50k,0.0,0.0
68,private,9th,5,divorced,farming-fishing,not-in-family,black,male,20,united-states,<=50k,0.0,0.0
40,private,bachelors,13,married-civ-spouse,sales,husband,white,male,40,united-states,>50k,0.0,0.0
20,private,some-college,10,never-married,adm-clerical,own-child,white,female,24,united-states,<=50k,0.0,0.0
48,local-gov,masters,14,divorced,prof-specialty,not-in-family,white,female,40,united-states,>50k,0.0,0.0
27,private,bachelors,13,never-married,sales,not-in-family,white,male,45,united-states,<=50k,0.0,0.0
57,federal-gov,assoc-voc,11,never-married,tech-support,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
54,self-emp-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,98,united-states,>50k,0.0,0.0
47,private,hs-grad,9,divorced,other-service,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
30,local-gov,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
35,private,some-college,10,married-civ-spouse,craft-repair,husband,other,male,45,united-states,>50k,0.0,0.0
56,local-gov,12th,8,never-married,handlers-cleaners,not-in-family,white,male,40,united-states,<=50k,0.0,0.0
20,private,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,28,united-states,<=50k,0.0,0.0
38,local-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,38,united-states,<=50k,0.0,0.0
19,private,some-college,10,never-married,sales,own-child,white,female,25,united-states,<=50k,0.0,0.0
31,private,some-college,10,never-married,adm-clerical,not-in-family,white,male,40,germany,<=50k,0.0,0.0
44,local-gov,bachelors,13,never-married,prof-specialty,own-child,white,male,60,united-states,<=50k,0.0,0.0
21,state-gov,some-college,10,never-married,sales,own-child,black,female,12,united-states,<=50k,0.0,7.3796321526095525
41,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
18,private,11th,7,never-married,other-service,own-child,white,female,16,united-states,<=50k,0.0,0.0
23,private,9th,5,never-married,transport-moving,own-child,white,male,40,united-states,<=50k,0.0,0.0
37,local-gov,some-college,10,married-civ-spouse,other-service,husband,amer-indian-eskimo,male,32,united-states,<=50k,0.0,0.0
43,self-emp-not-inc,bachelors,13,divorced,sales,unmarried,white,male,45,united-states,<=50k,0.0,0.0
31,private,1st-4th,2,married-civ-spouse,machine-op-inspct,husband,white,male,40,mexico,<=50k,0.0,0.0
40,private,some-college,10,divorced,transport-moving,unmarried,white,male,40,united-states,>50k,0.0,0.0
27,private,prof-school,15,divorced,prof-specialty,not-in-family,white,female,12,united-states,<=50k,0.0,0.0
64,local-gov,some-college,10,never-married,transport-moving,unmarried,white,male,40,united-states,<=50k,0.0,0.0
31,federal-gov,assoc-voc,11,never-married,prof-specialty,own-child,white,male,40,united-states,<=50k,0.0,0.0
48,private,masters,14,married-civ-spouse,exec-managerial,husband,black,male,45,united-states,<=50k,0.0,0.0
37,self-emp-not-inc,bachelors,13,married-civ-spouse,sales,husband,white,male,20,canada,>50k,0.0,0.0
28,private,some-college,10,divorced,tech-support,not-in-family,white,male,24,united-states,<=50k,0.0,0.0
42,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0.0,0.0
60,self-emp-inc,7th-8th,4,married-civ-spouse,sales,husband,white,male,60,united-states,<=50k,0.0,0.0
17,private,11th,7,never-married,other-service,own-child,white,female,20,united-states,<=50k,0.0,0.0
46,private,10th,6,divorced,adm-clerical,own-child,black,male,40,united-states,<=50k,0.0,0.0
18,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,40,united-states,<=50k,0.0,0.0
22,private,hs-grad,9,never-married,other-service,not-in-family,white,male,27,united-states,<=50k,0.0,0.0
44,self-emp-not-inc,bachelors,13,divorced,exec-managerial,not-in-family,white,male,60,united-states,<=50k,0.0,0.0
36,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k,0.0,0.0
65,private,assoc-voc,11,divorced,exec-managerial,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
26,private,hs-grad,9,never-married,other-service,not-in-family,white,male,40,mexico,<=50k,0.0,0.0
21,private,10th,6,married-civ-spouse,other-service,husband,white,male,25,united-states,<=50k,0.0,0.0
41,private,hs-grad,9,divorced,craft-repair,not-in-family,white,male,40,united-states,<=50k,0.0,7.757906208351747
28,private,some-college,10,never-married,other-service,unmarried,white,female,35,united-states,<=50k,0.0,0.0
27,private,some-college,10,never-married,machine-op-inspct,not-in-family,white,female,40,united-states,<=50k,0.0,0.0
19,state-gov,some-college,10,never-married,other-service,not-in-family,black,male,12,united-states,<=50k,0.0,0.0
40,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k,0.0,0.0
19,private,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,15,united-states,<=50k,0.0,0.0
40,private,assoc-voc,11,married-civ-spouse,transport-moving,husband,white,male,40,united-states,<=50k,7.948031990637284,0.0
37,private,hs-grad,9,never-married,craft-repair,unmarried,white,male,40,united-states,<=50k,0.0,0.0
